id,negation_utterance,negation_utterance_order,work_unit_id
8801764,not a little house,239,WU-042
8802131,it's not Naughty_Nick,262,WU-042
8802521,because it's not Sunday today,317,WU-042
8802570,not Friday,320,WU-042
8802602,not Monday,322,WU-042
8802688,that's not the fish no,1131,WU-042
8803450,but not your Grandpa,839,WU-042
8803997,it's not a very stable structure,1199,WU-042
8804177,not the back,885,WU-042
8804341,I'm not a nice prince,418,WU-042
8804575,you're not the prince,433,WU-042
8804862,that not a mole,12,WU-042
8805593,you're not four,67,WU-042
8805643,not tiger,1011,WU-042
8805658,not tiger,1012,WU-042
8806206,it's not a Bouncy_Ben,528,WU-042
8806392,Anna's not a child,313,WU-042
8806442,well you're not a very good Mummy,920,WU-042
8807211,not Tuesday,139,WU-042
8807232,it's not a deer,1380,WU-042
8807381,this is not your bath,348,WU-042
8807744,no it's not a cow,430,WU-042
8807751,they not the same,624,WU-042
8807792,they're not the same color as Laa_Laa,627,WU-042
8808094,it's not my bath,388,WU-042
8808522,not a name,191,WU-042
8808709,is it not hair,424,WU-042
8809399,but you're not Heidi are you,1184,WU-042
8809433,you're not Heidi,1186,WU-042
8809468,you're not Heidi,1188,WU-042
8809800,that's not my name,1208,WU-042
8809829,Mummy's not my name,1210,WU-042
8809871,it's not a baby duck,563,WU-042
8810044,me not Ruth,1225,WU-042
8810074,you not Ruth,1227,WU-042
8810098,not Ruth,1229,WU-042
8810125,it's not a tiger,595,WU-042
8810142,it's not a duck,611,WU-042
8810301,it's not a car,770,WU-042
8810346,not a very good driver is he,815,WU-042
8810417,no it's not a plane,871,WU-042
8810607,your Granddad's driving's not that bad that you hafta wear a crash helmet though is it,1061,WU-042
8810677,that's not a hat,1131,WU-042
8810848,that that not the water,308,WU-042
8811002,me not Polly,1244,WU-042
8811027,you're not Polly,1245,WU-042
8811196,that's not Heidi,1255,WU-042
8811202,that's not a baba,1576,WU-042
8811243,that's not Heidi,1258,WU-042
8811372,well it's actually not that's not Mummy,804,WU-042
