id,negation_utterance,negation_utterance_order,work_unit_id
8672817,not the orange one,1051,WU-035
8672823,no it's not a sticker darling,1167,WU-035
8673051,Donald's not a very good sitter,927,WU-035
8673515,I'm not teacher,949,WU-035
8673565,this is not the water,1827,WU-035
8673623,that's not a brick,1079,WU-035
8674235,that's not an orange,996,WU-035
8674502,not a horse not a horse turn,910,WU-035
8674528,that's not a sheep,530,WU-035
8675049,that's not trousers,566,WU-035
8675237,it's not my car,573,WU-035
8675256,it's not my car,574,WU-035
8675299,he's not a big boy like you is he,1070,WU-035
8675575,not her legs,596,WU-035
8675651,not sticky,607,WU-035
8675888,not an individual one,404,WU-035
8677451,it's not a game,636,WU-035
8677481,it's not a ladder,802,WU-035
8677505,it's not a ladder for you to climb,805,WU-035
8677648,it's not Mummy,659,WU-035
8677730,it's not Mummy,670,WU-035
8677737,not Mummy,671,WU-035
8677969,not Rosie,902,WU-035
8678277,not salmon then,737,WU-035
8678614,it not a tomato,780,WU-035
8678666,it's not dog food is it,1139,WU-035
8679251,it's not Dad,30,WU-035
8679261,it's not Dad,31,WU-035
8679273,not Dad,32,WU-035
8679286,it not Mum,33,WU-035
8679486,that's not a sheep,1020,WU-035
8680264,oh I hope it's not a bill,158,WU-035
8680399,no it's not a sore,174,WU-035
8680512,that's not trousers,1056,WU-035
8680969,not sticky,1097,WU-035
8681070,no that's not a pottie sweetheart,229,WU-035
8681432,not bread,266,WU-035
8681441,it's not bread is it,267,WU-035
8681554,not a d this,203,WU-035
8681556,it's not a d,204,WU-035
8681803,not a cow,935,WU-035
8682823,that's not the John tape,1044,WU-035
8682841,it's not a ladder,1292,WU-035
8682849,it's not a ladder for you to climb,1295,WU-035
8683713,it's not her fault it rained and she's a bit of a snob,458,WU-035
8684268,it's not a very nice day today John,7,WU-035
8684524,that's not the giraffe,435,WU-035
8685970,you're not a vegetarian today are you,1043,WU-035
8686629,I'm not that cruel,629,WU-035
8686748,it's not a aeroplane,205,WU-035
