id,negation_utterance,negation_utterance_order,work_unit_id
8823061,not a hole,635,WU-044
8823076,not xxx the other,339,WU-044
8823448,I'm not a silly+billy,1519,WU-044
8823658,not my Dad,1064,WU-044
8823670,not your Dad,1065,WU-044
8824331,you're not a baby,1108,WU-044
8824403,you're not a baby girl,1113,WU-044
8824421,I not a big girl,1114,WU-044
8824432,well you're not a big girl,1115,WU-044
8824480,you're not a baby,1118,WU-044
8824588,you're not a big girl are you,1125,WU-044
8824627,that's not a chick,835,WU-044
8824862,it's not a very good place for the horse to sleep is it,751,WU-044
8825486,but she's not a very little baby is she,784,WU-044
8826010,they're not oranges,827,WU-044
8826384,that's not a tiger,848,WU-044
8826638,it's not an apple tree,230,WU-044
8826658,they're not apples hanging off it are they,233,WU-044
8826813,it's probably not a good idea to do that,316,WU-044
8826950,good job it's not a crown Derby tea service,274,WU-044
8827468,it's not a very strong tower is it,400,WU-044
8827559,that's not a ball,981,WU-044
8827694,well it's not a house if you fill it all in,1269,WU-044
8828560,you're not a baby,1040,WU-044
8828587,they're not your toys at all,1051,WU-044
8828671,oh you're not a baby,1046,WU-044
8828896,not Dave,643,WU-044
8828925,not Dave,645,WU-044
8829314,she's not a very thirsty baby is she,1081,WU-044
8829344,not a big bit your friend,1815,WU-044
8829723,well that's not a station,211,WU-044
8829965,not coming inside,1403,WU-044
8829985,you're not a dog,1121,WU-044
8830167,you're not Ruth because Anna's got to go soon so,1860,WU-044
8830292,it's not a horse,1138,WU-044
8830337,not your house,1427,WU-044
8830347,not my house,1428,WU-044
8830435,that's not a fromage_frais,1874,WU-044
8830691,not four,750,WU-044
8830823,no that's not the next one is there,1171,WU-044
8830995,that's not a cow,1181,WU-044
8831100,this one this one not two,1178,WU-044
8831168,that's not a goat baby,1192,WU-044
8831206,because this not one my like,1185,WU-044
8831671,no they're not cakes,1222,WU-044
8831838,no it's not an apple,1233,WU-044
8832209,not lot of change,1731,WU-044
8832474,that's not Percy,697,WU-044
8832767,not a lot a_lot_of toys,1565,WU-044
8832773,it's not a nappie,393,WU-044
