id,negation_utterance,negation_utterance_order,work_unit_id
8885147,now it's not a birthday,143,WU-048
8885159,not a birthday,145,WU-048
8885214,oh it's not a hole,1100,WU-048
8885266,and that not syrup,910,WU-048
8885544,it's not a holly stick,1099,WU-048
8885883,I not a mess+bucket,1155,WU-048
8885889,not a mess+bucket,1156,WU-048
8885955,well it's not a good idea to get yours out is it because it might get mixed up,1027,WU-048
8885970,I'm not a climbing frame,1359,WU-048
8886219,that is not an egg anymore,1215,WU-048
8886253,he's not a very good train driver is he if his passengers keep falling out,1075,WU-048
8886357,I not a fish,1250,WU-048
8887453,that is not Mummy,510,WU-048
8887986,pushing is not a good idea,1303,WU-048
8888166,not arms,1327,WU-048
8888189,I not a mess+pot,1336,WU-048
8888211,not Daddy,592,WU-048
8888225,if you're not a mess+pot what are you,1340,WU-048
8888918,that's not a good idea because you might get the soft stuff on your vehicles,642,WU-048
8888939,that's not a good idea,643,WU-048
8889377,that's not a rhino,746,WU-048
8889378,well if it's not a rhino what is it,747,WU-048
8902472,that's not a c for Charlie,23,WU-048
8902907,there's not jelly rabbit either,66,WU-048
8911002,not candle,916,WU-048
8911018,not a candle darling,932,WU-048
8912199,it's not a little lamb,1092,WU-048
17265040,now I'm not beginning to even suggest,23,WU-048
17266029,no that's not a telephone,47,WU-048
17266048,uh xxx no it's a train track it's not a telephone,50,WU-048
17266109,oh oh it's not a big deal just ignore it just ignore it it's not,102,WU-048
17266468,that's not a phone,171,WU-048
17269429,oh no Alex that's not a drink,319,WU-048
17269596,that's a helicopter not a plane,204,WU-048
17269699,no that's not five its four,359,WU-048
17270172,that's not a toy,304,WU-048
17270700,no we're not going that way,336,WU-048
17273836,that's a blueberry not a ball,590,WU-048
17273837,oh no that's not a ball,697,WU-048
17276711,not your face you silly xxx,580,WU-048
17278386,you're not two how old are you,869,WU-048
17278442,that's not two that's one,872,WU-048
17278488,you're not two,874,WU-048
17278508,you're not two you're one,875,WU-048
17278545,you're not two you're one,877,WU-048
17278599,you're not two you're only one,880,WU-048
17278702,Alex that is not a jungle gym,839,WU-048
17279223,you're not supposed to play with that that is not a toy,866,WU-048
17279318,use this car first cause this is like not the best of your cars,323,WU-048
17279593,you can't you can't play with this this is not a toy out,899,WU-048
