id,negation_utterance,negation_utterance_order,work_unit_id
8319151,it's not a very Christmasy game is it,770,WU-005
8319224,you're not a very good boy then are you if you're pulling hair,875,WU-005
8319436,no that's not the fire station,785,WU-005
8319679,it's not a tick+tock,786,WU-005
8319761,not these ones,1249,WU-005
8319834,it's not a matter,1475,WU-005
8319850,not Daddy,610,WU-005
8319942,they're not cogs,226,WU-005
8320052,well that's not that's not not the fireman is it,826,WU-005
8320156,they're not cogs,238,WU-005
8320175,not a car,833,WU-005
8320206,not a car,834,WU-005
8320217,not a car,835,WU-005
8320605,that's not a spanner is it,260,WU-005
8320836,it's not the hand+brake,273,WU-005
8321348,not a man sit there,700,WU-005
8322194,otherwise it's not a race if one's in front of the other,723,WU-005
8322220,it's not a monster,929,WU-005
8322357,that's not Nicola,441,WU-005
8322371,that's not Nicola,442,WU-005
8322394,if you don't send them together it's not a race is it,736,WU-005
8322448,that's not a very nice picnic is it,986,WU-005
8322488,it's not a trampoline is it,1265,WU-005
8322496,it's not an elephant is it,981,WU-005
8322769,that one not a thing,1001,WU-005
8323042,she's not going home just yet,985,WU-005
8323347,there's not a lot not the least little bit of wind out there is there,1030,WU-005
8323536,not a man sit there,856,WU-005
8323687,it's not the best way of using it is it,1028,WU-005
8323893,not a big one,883,WU-005
8324058,well Postman_Pat's not mush use is he,856,WU-005
8324456,well that's not your knee is it,1227,WU-005
8324489,you're not a ghost are you,527,WU-005
8324898,that one not fit on,1156,WU-005
8324983,that not fit on there,1139,WU-005
8325119,you know jolly well that's not a green one,1148,WU-005
8325344,that's not tractor there,1178,WU-005
8325426,that not fit on my hand,1166,WU-005
8325447,it not a man,317,WU-005
8325919,not peas,1157,WU-005
8325996,there's not room for Gumdrop in there as_well is there,1503,WU-005
8326278,it's not a baby,441,WU-005
8326304,it's not a digger,1235,WU-005
8326357,it's not the green one,1214,WU-005
8326380,not the man sit there,1035,WU-005
8326382,it's not the red one,1216,WU-005
8327635,it's not a lawnmower,1318,WU-005
8328027,are you sure it's not Dobbin_horse,811,WU-005
8328104,it's not an apple,1353,WU-005
8328174,that not a tail,1560,WU-005
