id,negation_utterance,negation_utterance_order,work_unit_id
8541807,not cartoon,477,WU-026
8542954,it's just not a real one is it,913,WU-026
8543436,that's not the doorbell is it,955,WU-026
8543514,not a drink,712,WU-026
8543648,not Father_Christmas,483,WU-026
8543732,not a very big one though,1199,WU-026
8543825,it's not chips,1731,WU-026
8543855,it's not my hat,1380,WU-026
8543881,it's not a flower,987,WU-026
8544141,that's not a good idea,710,WU-026
8544151,not a good idea,711,WU-026
8544247,it's not your train,1762,WU-026
8544310,it's not your train,1766,WU-026
8544316,it's not a good idea,724,WU-026
8544661,it's not rhino,764,WU-026
8544728,not a rhinoceros,769,WU-026
8544890,it's not Thomas then is it,1264,WU-026
8544901,not one sleep all day,587,WU-026
8544954,it's not James,1269,WU-026
8545302,not a,1463,WU-026
8545309,not this one,854,WU-026
8545675,but seeing as you're not a good little boy Santa says he's not coming,1845,WU-026
8545709,not a natural,686,WU-026
8546258,I'm not a horse,1571,WU-026
8546340,I'm not a horse,1576,WU-026
8546472,not a hot+dog,893,WU-026
8546645,it not Roxy,1916,WU-026
8546782,think it not Roxy,1926,WU-026
8546799,I'm not Fat_Controller,1609,WU-026
8546884,it's not sausages,921,WU-026
8546978,but it's not Roxy,1939,WU-026
8546993,because it not Roxy,1940,WU-026
8547122,it's not Roxy,1949,WU-026
8547199,I might get him to bite you if you're not a good boy,1954,WU-026
8547975,not crisps,1055,WU-026
8548294,it's not a doughnut,1076,WU-026
8548574,it's like Centre_Parcs but it's not the same,1185,WU-026
8548623,not a good thing to encourage is it,1142,WU-026
8548659,I know we've got a strange house but it's not that strange,1692,WU-026
8549967,that's not a baby goat,1425,WU-026
8550702,not a very impressive trick is it,198,WU-026
8551082,that's not your hat,1214,WU-026
8551378,that's not a train,1829,WU-026
8551917,because it's not Pingu himself is it,1575,WU-026
8551937,that's not a funny thing,1118,WU-026
8552049,not Hannah,325,WU-026
8552464,it's not Gail,269,WU-026
8553108,it's not a phone anyway,1662,WU-026
8553314,that's not those chips,1382,WU-026
8553431,how do you know it's not my favorite car,1808,WU-026
