id,negation_utterance,negation_utterance_order,work_unit_id
17477733,not dinner,794,WU-055
17479391,it's not the top,711,WU-055
17479995,please not the Disney princess book,625,WU-055
17481451,not um my barrette yyy,862,WU-055
17481929,xxx but like that's not his name xxx I mean not to his face but like just us,439,WU-055
17482327,not one all four cried little brown bear and ate them all,936,WU-055
17482568,not eggs,74,WU-055
17482763,yay but not the scary one,1091,WU-055
17482919,but not the queen,506,WU-055
17483273,no that's not the one,581,WU-055
17483762,I mean like not word for word but some of the words word for word like his eyes shot back open she says eye shot open and ya know or the whole thing but then of course once I'm there she won't do it anymore so like I said to her last night why don't you read it to daddy ah no,1049,WU-055
17484186,nope that's not the one,654,WU-055
17484437,I'm not the king Scar is,851,WU-055
17484462,for a week he pretended to be asleep Charles was not a success,1108,WU-055
17484506,hm xxx no that's not the one,681,WU-055
17484519,this is not the one,682,WU-055
17484652,that's not my father it's just my reflection,865,WU-055
17484743,I'm not the king Scar is,654,WU-055
17484997,nope that's not the one,718,WU-055
17485095,okay not a big present,702,WU-055
17485108,right not a big one because you'll get xxx big ones right for Hanukkah and your birthday,703,WU-055
17486372,well we're not having it now because it's not your birthday yet,799,WU-055
17488075,not our legs our eggs,305,WU-055
17489317,uhhuh did you find the toothbrush but not the top,1052,WU-055
17489330,I didn't find the toothbrush and not the top,1053,WU-055
17490086,he could eat the chicken salad but not the lettuce salad right,489,WU-055
17490503,oh yeah he's not his bike must be off,1183,WU-055
17490977,no not those pinchers they hurt,752,WU-055
17491319,it is oh hello mommy left her keys in the front door that was not a smart move,601,WU-055
17491781,there's not a pink Sleeping_Beauty there's an orange Sleeping_Beauty,603,WU-055
17492281,no it's not my turn,176,WU-055
17492403,you're not drawing,661,WU-055
17493104,an owl not a dog,476,WU-055
17493895,no a squid's not a bug right,783,WU-055
17494373,oh sorry not carrots cabbages,275,WU-055
17495133,ooh let's not hit honey honey please don't,1076,WU-055
17495375,not morning because you're not having any more treats,403,WU-055
17496664,it's not a dingle_hopper to comb your hair,434,WU-055
17496742,it's not a big deal,259,WU-055
17496750,not a big deal at all,260,WU-055
17497130,I'll get not a big one,105,WU-055
17497574,um so it's not it's really not a problem because we're scanning them all in,499,WU-055
17497600,so it's not a problem at all if you just wanna give me a hard copy and we'll scan it for you,501,WU-055
17497819,but not the fragile things,1072,WU-055
17498385,but not the others,1296,WU-055
17498405,but not the other ones,1297,WU-055
17500052,it's not a big deal,478,WU-055
17501455,no not my backpack,1334,WU-055
17503108,not ballet,1455,WU-055
17503467,oh come on it's not that bad,815,WU-055
