id,negation_utterance,negation_utterance_order,work_unit_id
8857245,it's not bed time until you've had your lunch and your tea and your bath,855,WU-047
8857415,not worms,635,WU-047
8857443,it's not an apple,1085,WU-047
8857905,it's just not a good time,1230,WU-047
8857961,it's not a toothbrush,776,WU-047
8857999,it's not Daddy,899,WU-047
8858233,you're not a baby,1132,WU-047
8858532,you're not a baby,1155,WU-047
8858928,it's not a lolly actually,735,WU-047
8860876,that's not cream pet,979,WU-047
8861102,oh it's not a good idea to have it wet on here Warren,247,WU-047
8861246,they're not that new,140,WU-047
8861359,you're not a baby,269,WU-047
8861392,you're not a baby,1048,WU-047
8863784,that's not a very good place to go is it for a holiday,1098,WU-047
8864375,oh that's not Brian is it,1176,WU-047
8864727,you're not a good boy,92,WU-047
8865419,not a very good crane is it,489,WU-047
8865513,oh that's not a good idea mixing those two colors together,35,WU-047
8865683,because it's not safe for little boys to put in their mouths,402,WU-047
8869178,not a good fit,543,WU-047
8870694,if it's driving on the track and not the road whose fault,554,WU-047
8870733,not a good idea with shoes on because it hurts Mummy's legs,559,WU-047
8871521,that's not a train noise is it,60,WU-047
8871923,not a very good car wheel that is it if it can be squashed,1014,WU-047
8872393,that's not a rhinoceros,141,WU-047
8872657,now that's not a good idea sweetheart because you might break something mightn't you,513,WU-047
8872917,not the bike if you've got soft stuff out,1099,WU-047
8873049,he's not a tram,189,WU-047
8876255,not my car,435,WU-047
8876559,you're not a worm though dear,524,WU-047
8876962,that's not a box for boys to go on,724,WU-047
8877220,not a policecar,539,WU-047
8877322,not this window,395,WU-047
8877710,I'm not a very good shot am I,423,WU-047
8878619,that's not a doctor,484,WU-047
8878776,that's not a good idea really,1060,WU-047
8880762,that's not a policeman,510,WU-047
8881309,it's not a very good idea kneeling like that,547,WU-047
8881656,I not a little fraud,728,WU-047
8881688,what are you if you're not a little fraud,730,WU-047
8881792,it's not our birthday now though is it,578,WU-047
8882173,not two,960,WU-047
8882492,it's not a apple,784,WU-047
8882809,it's not a key,649,WU-047
8882842,it's not a key is it,651,WU-047
8883057,they're not Christmas trees,681,WU-047
8884040,it's not a sauce,917,WU-047
8884618,it's not a lion,1012,WU-047
8885028,it's not that funny,1200,WU-047
