id,negation_utterance,negation_utterance_order,work_unit_id
8439006,it's not a blue car,1221,WU-016
8439243,no that's not Edward,646,WU-016
8440292,that's not a triangle,655,WU-016
8440310,that's not a giraffe,1155,WU-016
8440391,but you've not thought about it,14,WU-016
8441225,that's not a little horsie,63,WU-016
8441406,that's not Thomas,939,WU-016
8441902,I'm not a boy,783,WU-016
8442109,you're not color blind are you Carl,982,WU-016
8442123,that's not a big,117,WU-016
8442237,it's not the right one,1025,WU-016
8442269,it's not a right one,1027,WU-016
8442437,not Coby,791,WU-016
8443144,those are not her knees,1367,WU-016
8443233,it's not a dragon Mummy,834,WU-016
8443271,that not knees,1375,WU-016
8443358,not a right one,1095,WU-016
8443380,that's not the right one no,1096,WU-016
8443737,that's not a flag,214,WU-016
8443843,this not works,543,WU-016
8444742,not Thomas,1146,WU-016
8444763,not a not a apple,503,WU-016
8444764,it's not a lion Carl,1177,WU-016
8444828,not a shock was it,58,WU-016
8445014,not a glug_glug,927,WU-016
8445030,it's not a glug_glug,928,WU-016
8445054,it's not a policeman,966,WU-016
8445402,no it's not an elephant,1174,WU-016
8445482,that's not the moon,634,WU-016
8445634,it's not an apple is it,966,WU-016
8445639,it's not a star that,546,WU-016
8445723,this is not a very good door is it because it they can't get through there,1008,WU-016
8445767,not Annie and Clarabell,1198,WU-016
8445929,not it's not cat want,991,WU-016
8446066,Anna not Nana,574,WU-016
8446301,not a car,590,WU-016
8446324,not mind does he,299,WU-016
8446500,not salami,700,WU-016
8446616,not squeaks,1252,WU-016
8446624,they're not cows,1089,WU-016
8446792,he's not a little caterpillar,720,WU-016
8447189,not a train come,1070,WU-016
8447308,it's not the driver,650,WU-016
8447635,they're not chocolates,1070,WU-016
8447927,not a man,1092,WU-016
8448458,Gordon's not his friend,709,WU-016
8448707,that's a not a blue lollipop,1404,WU-016
8448832,not the that way,1376,WU-016
8449715,it's not the right truck,1421,WU-016
8449810,that's not Harold,1427,WU-016
