id,negation_utterance,negation_utterance_order,work_unit_id
8430382,not the Granny,86,WU-015
8430945,not your jumper,116,WU-015
8431163,not baby's a train,129,WU-015
8431171,it's not Mickey_Mouse but it's like Mickey_Mouse,209,WU-015
8431179,it's not the baby's train no,130,WU-015
8431299,not Father_Christmas,135,WU-015
8431372,not these two,967,WU-015
8431386,not your animals either,968,WU-015
8431548,not the cars go that way,368,WU-015
8431636,not the that,373,WU-015
8433092,it's not Thomas,244,WU-015
8433450,they're not flowers,269,WU-015
8433855,that's not Carl,363,WU-015
8433961,that's not a sister,303,WU-015
8434032,not duck,526,WU-015
8434105,no it's not a little boy,312,WU-015
8434801,I'm not a calf,1525,WU-015
8434940,it's not loads of dogs,1424,WU-015
8435018,it's not animal food Becky,1460,WU-015
8435036,that's not your egg,1645,WU-015
8435292,there's not a horse in there,1701,WU-015
8435308,no I said lake not leg,352,WU-015
8435346,not not not,570,WU-015
8435370,not not not,572,WU-015
8435784,I said cat not Pat,905,WU-015
8435790,not Carl,441,WU-015
8435805,no it's not Carl but who is it,442,WU-015
8436241,that's not a red one,72,WU-015
8436474,it's not a red plane though,636,WU-015
8436482,no not books,419,WU-015
8436766,not a white,680,WU-015
8437520,not the poor cars,145,WU-015
8437619,they're not the hen's babys,510,WU-015
8437667,look they're not the hen's,513,WU-015
8437767,it not a drink,710,WU-015
8437782,it's not a drink,711,WU-015
8438274,they not partys,522,WU-015
8438294,they're not partys,523,WU-015
8438309,they're not partys,524,WU-015
8438366,not a not a goose,556,WU-015
8438410,that's not a cat,780,WU-015
8438441,not the station+cat,782,WU-015
8438459,it's not the station+cat but who is it,783,WU-015
8438576,not Bill,120,WU-015
8438623,it's not Bill,123,WU-015
8438657,not a cat station+cat,793,WU-015
8438675,that's not the station+cat,794,WU-015
8438798,it's not a moo,802,WU-015
8438877,not the station+cat,807,WU-015
8438891,not the station+cat but who is it,808,WU-015
