id,negation_utterance,negation_utterance_order,work_unit_id
8652239,your car's definitely not car,268,WU-034
8652546,that's that's not Gordon,481,WU-034
8652885,that's not the sticky one,496,WU-034
8653127,that's not your toast is it,510,WU-034
8654087,not Mummy,354,WU-034
8654963,it's not d for violin,239,WU-034
8655236,they're not the same are they,884,WU-034
8655408,it's not a cassette that actually plays,398,WU-034
8656444,there's not a lot room is there,28,WU-034
8656503,that's not the right,692,WU-034
8656799,purple's not not your best color,918,WU-034
8657379,he's not your monkey,1027,WU-034
8658817,not a mobile any more is it,145,WU-034
8659542,not the bit you ripped off,481,WU-034
8659598,think it's not an apple berry is it,1675,WU-034
8660069,it's not crayons,514,WU-034
8660187,not Pingu,222,WU-034
8660210,not chalks,523,WU-034
8660401,that's not a good idea,535,WU-034
8660837,was it not a red car,563,WU-034
8661001,I'm not being a baby,1765,WU-034
8661626,not a cow,651,WU-034
8661851,not a cow,665,WU-034
8662096,not a cow,684,WU-034
8662294,not this one,1054,WU-034
8662312,there not slippers,699,WU-034
8662319,not Anna,1056,WU-034
8663220,this is not a hat,1002,WU-034
8663238,not the real one,732,WU-034
8663751,that not Santa_Claus,421,WU-034
8664753,well it's black and white like the cows but it's not a cow,888,WU-034
8665277,these are not paper for drawing on,516,WU-034
8665402,it's not a grass+cutter now then,200,WU-034
8665558,it's not your junk,105,WU-034
8666154,they're not rubbish are they,1485,WU-034
8666548,oh it's not wood,25,WU-034
8666603,not a motorbike,935,WU-034
8667162,not coffee,969,WU-034
8667583,not candles,422,WU-034
8667761,are they not letters,628,WU-034
8667954,he's not a vicar,733,WU-034
8667969,he's not vicar,734,WU-034
8668032,no it's not a camel,421,WU-034
8668198,not a ladder,1078,WU-034
8668837,that's not a good thing to do,377,WU-034
8671046,but there's not a slide at the bottom,503,WU-034
8671992,it's not a very good sharpener is it,374,WU-034
8672369,that's not a heart is it,181,WU-034
8672417,not the fire,452,WU-034
8672648,not a noisy train,610,WU-034
