id,negation_utterance,negation_utterance_order,work_unit_id
8328200,that's not a screwdriver,483,WU-006
8328841,you're not a very good horse are you,864,WU-006
8328920,is it a whale if it's not a shark,1378,WU-006
8329019,I'm not a little girl,1485,WU-006
8329179,that's not Mister_fox,9,WU-006
8329663,because I'm not a doggie,1679,WU-006
8329670,yes but that's not the next biggest,1384,WU-006
8329683,you're not a doggie so I can't color your nose in,1680,WU-006
8330023,not water rings,1406,WU-006
8330247,panda not drive car,1480,WU-006
8330489,it's not a duck,1473,WU-006
8330598,oh it's not a monkey,973,WU-006
8330800,that's not the biggest,1521,WU-006
8331974,that's not Pam,1599,WU-006
8331990,they're not your toys,1567,WU-006
8332109,they're not hats are they,819,WU-006
8332169,that not a not a boat,1405,WU-006
8332175,well that's not the book with the rats in is it,46,WU-006
8332205,it not Postman_Pat,1581,WU-006
8332234,not a lion,1075,WU-006
8332363,it's not a dog,60,WU-006
8332712,it's not the dinosaur darling,1579,WU-006
8332766,it's not a dinosaur,1583,WU-006
8332794,it's not a rolling pin darling,21,WU-006
8332924,yes they're mice not rats are they,101,WU-006
8334014,no we're not playing that game are we today,185,WU-006
8334486,I not friend again,1171,WU-006
8334574,I not I not friend,1180,WU-006
8334586,you're not friends with who,1181,WU-006
8334591,that not a door,1527,WU-006
8334645,it's not a door,1532,WU-006
8334774,not the sort of behavior we expect is it,940,WU-006
8334881,no that's not a car for driving,1029,WU-006
8334896,I not friends again,1212,WU-006
8334909,I not friend again,1214,WU-006
8335019,that one's not a lego one either so it doesn't quite go in the holes in the same way does it,967,WU-006
8336310,that's not a door,1103,WU-006
8336474,not door,441,WU-006
8336981,it's not a very nice horse is it,1514,WU-006
8337533,you don't need that now because you're not poorly and you're not a little boy are you,195,WU-006
8337583,are you sure he's not a great big crocodile,683,WU-006
8338124,it's not a silly trick,511,WU-006
8338186,that's not a book,616,WU-006
8338210,there's not one here,1293,WU-006
8338332,I not ice+cream van,529,WU-006
8338343,you're not an ice+cream van,530,WU-006
8339117,that's not the green one,600,WU-006
8339598,and he and he's not cross because he has got his letter,140,WU-006
8339716,it's not a coat,771,WU-006
8339717,that's not the teddys,666,WU-006
