id,negation_utterance,negation_utterance_order,work_unit_id
8510531,not the turntable again,523,WU-023
8510565,that not Thomas,1488,WU-023
8510630,not Thomas,1492,WU-023
8510649,not Thomas,1493,WU-023
8510678,it not car,300,WU-023
8510775,unfortunately they're not the eating type Dominic,1669,WU-023
8510777,not these ones,315,WU-023
8510832,it's not your,1859,WU-023
8510904,not dolphin,1484,WU-023
8510921,not dolphin,1485,WU-023
8510975,but obviously when you're your age you're not that fussy,1680,WU-023
8511159,that's not your leg,559,WU-023
8511252,it's not Stepney,1881,WU-023
8511323,that's not your neck,569,WU-023
8511564,that's not Henry,1544,WU-023
8511567,it's not the sun,547,WU-023
8511665,not the big one,107,WU-023
8512190,not not,617,WU-023
8512795,it's not a dog,1139,WU-023
8512912,not penguin,1600,WU-023
8512956,definitely not penguin,1602,WU-023
8513219,but it's not a real strawberry,1616,WU-023
8513263,not Henry,1637,WU-023
8513313,that's not a pig,1168,WU-023
8513467,that's not a pig,1178,WU-023
8513596,that's not a car,1827,WU-023
8514005,you you you're not that thirsty,1194,WU-023
8514310,told you told you it's not a dog,904,WU-023
8514418,not Gordon,1872,WU-023
8514434,it's not Gordon,1873,WU-023
8514736,not top of lorrys,757,WU-023
8514759,not tomato,1707,WU-023
8515057,that's not Diesel,554,WU-023
8515079,not it not your bridge,1255,WU-023
8515109,not Gordon,1127,WU-023
8515309,that's not Toby,1751,WU-023
8515938,that's not a door,559,WU-023
8516023,it's not snow is it,73,WU-023
8516291,that's not dog food,1338,WU-023
8516330,if it's not a police van,852,WU-023
8516517,it's not the little ones,97,WU-023
8517116,not tomato soup,1382,WU-023
8517150,not tomato soup,1384,WU-023
8517266,that's not dog food,1391,WU-023
8517351,but it it's not your bed+room,661,WU-023
8517396,that's not a bed+room is it,95,WU-023
8517635,that's not mine's,159,WU-023
8517650,that's not a bed,109,WU-023
8517844,not your lorry,1403,WU-023
8518004,that's not a bridge,1113,WU-023
