id,negation_utterance,negation_utterance_order,work_unit_id
8710369,it's not a red car,186,WU-037
8710709,no not a boat,280,WU-037
8710980,no it's not an a,241,WU-037
8711469,not ten,837,WU-037
8711869,because they're not the same are they,474,WU-037
8711944,it's not it's not sausage roll now,170,WU-037
8712470,oh that's not the way you get in a chair is it,546,WU-037
8712536,not Caroline,552,WU-037
8713159,not Lucy no,391,WU-037
8713398,you're not being a very good host are you,590,WU-037
8714654,are you sure it's not gin,176,WU-037
8714679,not Ben,121,WU-037
8715558,that's not this morning's,731,WU-037
8715628,so what's this then if it's not a coat,650,WU-037
8717201,it's not an apple,369,WU-037
8718002,not a lot tea there to dunk isn't there,327,WU-037
8718018,it's not Goggin it's Goggins,507,WU-037
8719126,not a plane it was a,896,WU-037
8719311,you're not a cat,1111,WU-037
8719355,I'm I'm not a horse you know,527,WU-037
8719479,not gobbledygook,542,WU-037
8719513,can you can you take properly not gobbledygook please,546,WU-037
8719602,I'm not a piece of apparatus,556,WU-037
8720770,not while Caroline's here,688,WU-037
8721608,it's not a real bath,1211,WU-037
8721831,we're not having all the shopping out and the Duplo,897,WU-037
8722535,but it's not your chair though is it Nicole,1312,WU-037
8722768,not the end of the world is it,1003,WU-037
8723277,not a bridge,971,WU-037
8723404,if it's not a blouse can you tell me what it is,997,WU-037
8723566,it's not a banana,1500,WU-037
8725965,I think xxx yellow if not the green one you can get on,1071,WU-037
8727573,why don't we pretend it's not a Christmas present but it's a thank_you present,11,WU-037
8727770,it's not a singing tape,26,WU-037
8727796,you're not Nicole,1297,WU-037
8728303,it's not a bear,1344,WU-037
8728315,not a super+duper luxury one is it,70,WU-037
8728707,it's not turkey,122,WU-037
8728976,not Coco,148,WU-037
8729233,it's in the right direction but it's not high enough there is it,195,WU-037
8730450,not a boat,26,WU-037
8731654,that's not the biggest one is it,409,WU-037
8731776,it's not a teapot tape,1659,WU-037
8732105,it's not a banana,1684,WU-037
8732223,that's not a chicken,175,WU-037
8732317,not a chin look,300,WU-037
8732756,that's not Humpty_Dumpty,41,WU-037
8733015,not Na,13,WU-037
8733101,that's not a hat,64,WU-037
8733144,you had fruit and not a biscuit,20,WU-037
