id,negation_utterance,negation_utterance_order,work_unit_id
8449852,it's not the right truck bit,1429,WU-017
8449869,not the right truck,1430,WU-017
8449884,it's not it's not a real lid,1212,WU-017
8450714,that's not an elephant,1763,WU-017
8450778,there's not three,198,WU-017
8451156,that's not a tortoise,219,WU-017
8451534,not Thomas,498,WU-017
8451551,it's Thomas not fishie,499,WU-017
8451907,they're not goats,864,WU-017
8452424,that's not a baby fish,1379,WU-017
8452669,it's not a drink look,1353,WU-017
8453259,it's not a light,522,WU-017
8453277,it's not a light,523,WU-017
8454835,not r,399,WU-017
8455150,not xxx petrol xxx the car,1484,WU-017
8455178,that's not Grandpa,639,WU-017
8455194,that's not Grandpa,640,WU-017
8455234,I know you've not dome one,1512,WU-017
8455419,it's not Thomas,684,WU-017
8455471,Tiggy's not cat,1496,WU-017
8456128,we're not playing that game now,1538,WU-017
8456275,not Anna,409,WU-017
8456305,it's not a blue lorry,17,WU-017
8456582,not your face,1231,WU-017
8456737,they're eyes not ears,486,WU-017
8457009,that's not my breakdown crane,439,WU-017
8458091,it's not my van,362,WU-017
8458831,not the letters,857,WU-017
8459646,that's not a tiger,334,WU-017
8459890,that's not Spot on the tractor,354,WU-017
8459935,that's not a number,333,WU-017
8460010,he's not fit on there,658,WU-017
8460437,that's not the one,135,WU-017
8460676,it's Bill not Ben,636,WU-017
8460867,it's not a pig anymore,430,WU-017
8461119,it's not a dinosaur,672,WU-017
8461508,it's not Henry,840,WU-017
8462360,you can't eat that because it's not the real thing,980,WU-017
8462453,you have them quite regularly but they're not that small normally,1073,WU-017
8462582,you throw it over there and now it's not a it's not a block,284,WU-017
8462594,it's not a block,285,WU-017
8462614,it's not a block,287,WU-017
8462732,it's not a,297,WU-017
8463183,not the carriages,1355,WU-017
8463207,not xxx the xxx,1357,WU-017
8463337,not the coaches,1369,WU-017
8463471,it's not the one,363,WU-017
8463674,that's not a slide that one,988,WU-017
8463927,that's not snake,1271,WU-017
8463939,it's not a snake no,1272,WU-017
