id,negation_utterance,negation_utterance_order,work_unit_id
8768319,you will not wee on Mummy's knee,392,WU-040
8770389,that's not his Mama is it,590,WU-040
8770496,that's not his Mama,598,WU-040
8770848,that's not the answer,858,WU-040
8771358,there's not a carrot,1038,WU-040
8771536,not a very good wand is it,1373,WU-040
8771544,he's not Bobby bear,652,WU-040
8772057,she's not a Mama,171,WU-040
8772402,that's not face paint Ruth,722,WU-040
8772619,that's not a Mama,214,WU-040
8772736,it's not Dada,462,WU-040
8772779,you're not a baba,225,WU-040
8773442,that that's not the play+dough,489,WU-040
8773974,not Anna darling,574,WU-040
8774079,she's not a baba,317,WU-040
8774115,it's not Nana darling,584,WU-040
8774134,not balls,1243,WU-040
8774168,not the wall,1418,WU-040
8775110,that's not a horse,398,WU-040
8775244,it's not a duck darling,9,WU-040
8775949,not this one,54,WU-040
8776031,it's not a b darling,61,WU-040
8776057,it's not the alphabet,63,WU-040
8776179,it's not a b darling,72,WU-040
8776196,I'm telling you it's not a b,73,WU-040
8776207,there's not one in there,1028,WU-040
8776256,it's not a horsie,78,WU-040
8776707,that's not the biggest,1076,WU-040
8776719,that's not an apple,1319,WU-040
8776777,it's not your book,122,WU-040
8777442,that not a lady,1550,WU-040
8777771,not a lady,108,WU-040
8777781,not a man,110,WU-040
8777878,he's not your friend,178,WU-040
8778160,it's not medicine,793,WU-040
8778340,that's not a fish,1161,WU-040
8778500,not not Meg,152,WU-040
8779107,that's well that's not a that's not a dog darling,1207,WU-040
8779230,it's not the fish,1215,WU-040
8780648,oh he's not being very nice is he,756,WU-040
8780759,it's not a baba,540,WU-040
8780892,it's not a very good one either,968,WU-040
8781045,not a very good one actually Nicole,978,WU-040
8782075,it's not a spider Ruth,451,WU-040
8782115,you know it's not a spider,454,WU-040
8782306,not their faces,1103,WU-040
8782721,not a penny was there in it but a ribbon,479,WU-040
8783227,not the hedge,447,WU-040
8783238,it's not a very big one is it,420,WU-040
8783407,well you're not a very good doctor,1168,WU-040
