id,negation_utterance,negation_utterance_order,work_unit_id
8637242,no it's not a lollipop,1323,WU-033
8637280,and you you're not doing too badly,1259,WU-033
8637468,it is sposta be a pear but not a very good one,1683,WU-033
8637602,it's a good job it's not a boat any more then else you'd have been in the water,1385,WU-033
8637666,he's not a very nice driver is he,1390,WU-033
8637820,not a bar,1705,WU-033
8637936,you're not a very good boat are you,1410,WU-033
8637992,it's not daddy,1410,WU-033
8638030,they're not dinosaurs,1980,WU-033
8638077,they're not dinosaurs,1983,WU-033
8638125,that's not a frog,1399,WU-033
8638513,they're not that clicky are they,1375,WU-033
8638565,that's not the point,699,WU-033
8638635,it's not the milkman,1459,WU-033
8638694,it's not that blowy is it,1388,WU-033
8640096,not my glasses,1567,WU-033
8640736,perhaps not the beef burgers but you like the beans,1629,WU-033
8641222,it's not the right one then is it if it doesn't go on,908,WU-033
8642311,but they're not words that mean anything,1766,WU-033
8642391,it's not a coconut,1805,WU-033
8642870,I'm not Wye_Bird,1088,WU-033
8643174,that's not a cow,3,WU-033
8643189,it's not a monkey wrench,105,WU-033
8643255,I know it's not a very good pink but it's pink,1131,WU-033
8643573,no it's not a xylophone,134,WU-033
8643580,these are similar but they're not the same,379,WU-033
8643912,not my fingers,77,WU-033
8643958,it's not a piccolo,171,WU-033
8644238,not the box,197,WU-033
8644582,so your name's not Joel then,630,WU-033
8644601,no not a towel,254,WU-033
8645266,that's perhaps not a good idea John,159,WU-033
8645279,usually things can go in your pocket but not the squidgy stuff,160,WU-033
8646502,are you sure it's a boat and not a train,408,WU-033
8646679,well not the other milk,399,WU-033
8647466,that's not a good idea,187,WU-033
8647882,I'm not Grandma,859,WU-033
8647908,Caroline's not Grandma,861,WU-033
8647922,I'm not Grandma,862,WU-033
8648225,not while Daddy's on the phone,413,WU-033
8648645,they're not elephants actually,258,WU-033
8649282,not seven bells,429,WU-033
8649517,not a castle,89,WU-033
8649842,not your gun,328,WU-033
8650316,my not Cliff_Richard,1632,WU-033
8650393,it's not a digger,9,WU-033
8650656,it's not a ball,556,WU-033
8650696,not a very nice sight is it,1023,WU-033
8651217,no you must not bite John,270,WU-033
8651763,not a fish,214,WU-033
