id,negation_utterance,negation_utterance_order,work_unit_id
8474159,not Thomas,649,WU-019
8474216,that's not the a,732,WU-019
8474279,not glass,659,WU-019
8474288,not glass,660,WU-019
8474292,not glass,661,WU-019
8474294,not Thomas,781,WU-019
8474301,not Thomas,782,WU-019
8474487,that's not your police car,758,WU-019
8474562,is it not a bit early for lights on,448,WU-019
8474905,Gordon's not five,707,WU-019
8474945,not toys,819,WU-019
8475170,Henry's not six,726,WU-019
8475295,oh you're not a happy bunny today are you,1156,WU-019
8475398,that's not a horsie,510,WU-019
8475473,that's not a dog,516,WU-019
8476287,it's not sunshine that,584,WU-019
8476824,it's not b,1480,WU-019
8476853,not cat outside,941,WU-019
8476920,they're not eyes,1498,WU-019
8477353,not lorry,935,WU-019
8477780,that's not a rabbit,1109,WU-019
8477801,that's not a bridge,118,WU-019
8477945,it's not a bridge if it's got a brick in the way,131,WU-019
8478577,that's not a bridge now,190,WU-019
8478758,not your car,1056,WU-019
8478892,well they're not chocolate biscuits,1456,WU-019
8478970,not this morning he hasn't,19,WU-019
8479266,not car on there,39,WU-019
8479665,that's not your digger though is it,66,WU-019
8479684,it's not your fish fish+fingers is it,69,WU-019
8479865,not car crash,78,WU-019
8479876,it's not a duck,1170,WU-019
8479896,not car crash,80,WU-019
8480631,it's not the fire+engine,297,WU-019
8480670,not a very obedient dolphin by the looks of it,1271,WU-019
8480851,not this one,531,WU-019
8480953,not Gordon make noise,153,WU-019
8481441,not leg,380,WU-019
8481829,it's not the d actually,199,WU-019
8482146,it's not an elephant,1355,WU-019
8482203,not a bit more,1279,WU-019
8482494,not Thomas,1305,WU-019
8482511,not Thomas,1306,WU-019
8482527,not Thomas,1307,WU-019
8482540,not Edward,257,WU-019
8482582,not Edward,259,WU-019
8482713,not hippo train,1391,WU-019
8482735,not Edward,269,WU-019
8483137,not Nana,283,WU-019
8483395,not buy one,693,WU-019
