id,negation_utterance,negation_utterance_order,work_unit_id
17623792,that's not a mushroom that's a pepper,393,WU-062
17623972,xxx not a real,408,WU-062
17625506,volleyball was not his game,636,WU-062
17625885,notcha hands,185,WU-062
17629322,no they're not snakes,1014,WU-062
17629385,no that's not the squirrel,252,WU-062
17629388,oh actually no it's not a battery,454,WU-062
17630012,no that's not Claire,1138,WU-062
17630515,not rolie,554,WU-062
17630615,not a very good elephant is it,565,WU-062
17632019,it's not working right,127,WU-062
17632304,it's not chalk it's a crayon,694,WU-062
17632504,especially not those ones,541,WU-062
17632505,that's not that's not even a real that's not a real crayon,317,WU-062
17632897,I will bring not this one,578,WU-062
17633278,when I said it's still night+time it's not morning yet you said no no it's morning,1465,WU-062
17633282,and I said it's not morning,1466,WU-062
17633347,no not the sauce cold,1476,WU-062
17635033,oh that's a cherry not a magnolia,1603,WU-062
17635045,that's not the mouse,490,WU-062
17635059,are you a silly thing not a Wild Thing,238,WU-062
17635840,not the bad kind,1668,WU-062
17635890,and that's not a red ant,1671,WU-062
17635948,it's not a red ant,1676,WU-062
17636255,you count the number of legs it's not eight legs,1729,WU-062
17636439,not triangles,299,WU-062
17637576,that's not a shoe,636,WU-062
17639364,no it's not a brain what is it,663,WU-062
17639440,it's not a rain,673,WU-062
17640062,no not triangles yet,898,WU-062
17640740,is it not working right,1127,WU-062
17641182,no that's not his name,693,WU-062
17641479,and and it's not yyy not yyy but not the front is wrinkly,80,WU-062
17641484,the back is wrinkled but not the front is wrinkly,81,WU-062
17641606,why not daddy's,106,WU-062
17642988,but mommy's gonna fix this thing this isn't a thing for everyone to touch,127,WU-062
17643092,it's not just to be mean it's so that you don't break stuff and stuff doesn't fall on you and every thing like that,137,WU-062
17643388,that's not the card I'm looking for though,160,WU-062
17643785,yeah I not pee yyy pee,194,WU-062
17644027,but the people didn't know who he was because he looked all dirty and they said that's not our dog,340,WU-062
17644390,they're not your tippy toes,1069,WU-062
17645011,no I don't care xxx I just gloves,292,WU-062
17645471,we can we bought it yep it's not a library book anymore,19,WU-062
17645588,this is not a good pencil,907,WU-062
17645617,not a good pencil,909,WU-062
17646815,except it's not a great blue heron,431,WU-062
17647117,but is not a fish it must come to the top of the water for air the blue whale can grow up to ninety five feet long and weigh a hundred fifty tons,139,WU-062
17647644,oh I guess it's okay but that's not my color,490,WU-062
17647957,that's not his footprint though right because he doesn't have feet,317,WU-062
17648434,not cat house,689,WU-062
