id,negation_utterance,negation_utterance_order,work_unit_id
8518124,I not building now,1120,WU-024
8518242,not my precious bridge,1427,WU-024
8518245,not grapes,1445,WU-024
8518725,that's not a bed,170,WU-024
8518871,that's not a brick,1461,WU-024
8519744,that's not people,519,WU-024
8519922,why not Dominic,990,WU-024
8520549,not Jess,774,WU-024
8521136,not this one,1056,WU-024
8521554,that's not a tail is it,763,WU-024
8521713,not Nottingham,662,WU-024
8521729,but that's not his name,670,WU-024
8521792,not Kathy_Lewis,874,WU-024
8521967,not the lion again,813,WU-024
8521976,it's not a teapot,318,WU-024
8522035,not Edward,2050,WU-024
8522370,that's not a hat Dominic,1110,WU-024
8522397,it's not a hat,1112,WU-024
8522524,they're not the right shape,1600,WU-024
8522644,I am not the floor,2070,WU-024
8523541,it's not a proper farm then is it,1043,WU-024
8523850,that's not the bath,905,WU-024
8523992,not one my coaches,921,WU-024
8524056,that's not a bridge,983,WU-024
8524113,as long as it's not Eioh,433,WU-024
8524208,that's not a coach,933,WU-024
8524404,but that's not onion,1223,WU-024
8524690,not the brick,764,WU-024
8524691,that's not a Mummy goat is it,1106,WU-024
8525113,that's not a dolphin,1435,WU-024
8525619,so it's not your bridge then is it,1262,WU-024
8525931,not that little lorry,493,WU-024
8526009,it it not a train,1042,WU-024
8526185,it's not a toy,336,WU-024
8526258,it's not a play+ground,8,WU-024
8526323,not Beano whoever Beano is,1094,WU-024
8526786,it's not dog food,1370,WU-024
8527263,not a kangaroo,1180,WU-024
8527339,it's not Paddington_Bear,1200,WU-024
8528275,that's not a racing car,918,WU-024
8528293,that's not a racing car,919,WU-024
8528361,not my face,1148,WU-024
8529167,that's not a pig young man,1451,WU-024
8529236,they're not the same are they,1455,WU-024
8529474,it's not a pink one is it,1596,WU-024
8529562,that's not a racing sport car,654,WU-024
8529620,that's not a train truck,1201,WU-024
8529639,I wouldn't mind but it's not your room any more,1443,WU-024
8530314,that's not a dog,1511,WU-024
8530342,this is not a dog,1513,WU-024
