id,negation_utterance,negation_utterance_order,work_unit_id
8268758,no not Anne,1315,WU-002
8268767,that's not the Mummy is it,274,WU-002
8268857,not Rusty,6,WU-002
8268894,that not Rusty,8,WU-002
8268974,not the donkey,12,WU-002
8268976,not my stocking really,529,WU-002
8271367,me that not my stocking,660,WU-002
8271379,that's not a gate is it,400,WU-002
8271756,there's not room on that settee,1608,WU-002
8271841,there's not room on that settee,1613,WU-002
8271911,that's not a gate,429,WU-002
8272073,they're not her clothes are they,465,WU-002
8272390,that's not your head,466,WU-002
8272512,there's not room for me over there,1651,WU-002
8273281,there's not room for me then is it,1008,WU-002
8273901,not his mouth,1334,WU-002
8274360,not your turn yet,70,WU-002
8274371,not a very good table is it,552,WU-002
8274945,not room for the food if Caitlin's on the table,584,WU-002
8275040,that's not Mummy,583,WU-002
8275595,that's his foot not his ear,1762,WU-002
8276281,not the candles,157,WU-002
8276311,you an eat a cake but not the candles,158,WU-002
8277071,that's not a key hole,1729,WU-002
8277230,you just had a drink not five minutes ago,197,WU-002
8277634,nots fits,704,WU-002
8277639,it's not your cup of tea,702,WU-002
8278252,that's not a rocker,731,WU-002
8278443,not a moles,460,WU-002
8278446,it's not a rocker,740,WU-002
8278521,this one's not a baby,464,WU-002
8278534,it's not a very good drawing is it,257,WU-002
8278632,that's not a bath,1006,WU-002
8279572,that's not an animal is it,809,WU-002
8279765,that not a little pond,317,WU-002
8280284,not a peep,1211,WU-002
8281446,you not a bit old,892,WU-002
8281470,I'm not a what,893,WU-002
8281490,not a bit old,894,WU-002
8281595,that's not a seesaw,1629,WU-002
8282332,there's not room is there,1181,WU-002
8283155,they're not Anne,397,WU-002
8284125,that not a good one,1017,WU-002
8284140,it's not a good one,1018,WU-002
8284248,not a good one,1025,WU-002
8285111,not Mummy is it,1458,WU-002
8285374,not a peep,1474,WU-002
8285962,not Grandma,1142,WU-002
8286025,it's not glen is it,845,WU-002
8286454,well there's there's not a lot to read,1541,WU-002
