id,negation_utterance,negation_utterance_order,work_unit_id
8416321,it's not Nana and Granddad,1495,WU-014
8416533,but not a cat,842,WU-014
8418159,that's not a biscuit is it,921,WU-014
8418603,not the Mummy,957,WU-014
8419440,it's not the end of the world,71,WU-014
8419555,not the monkey,1766,WU-014
8419908,not your nose to look,95,WU-014
8422038,it's not a kite at all,1594,WU-014
8422208,I'm not a ghost,1131,WU-014
8422436,she's not a baby,630,WU-014
8422440,that's not your play+dough,1491,WU-014
8423193,good job that's not a real egg,1233,WU-014
8423286,that's not a pea,1571,WU-014
8423303,it's not a pea,1573,WU-014
8423334,that's not a lion,1286,WU-014
8423531,it's not a bib,445,WU-014
8423627,it's not your birthday yet,258,WU-014
8423748,it's not that funny Becky,1318,WU-014
8423777,not a kind,1329,WU-014
8423833,that's not a coloring pencil,477,WU-014
8424079,not a strawberry,1356,WU-014
8424093,that's not his mother,1320,WU-014
8424109,but they're not hooks,513,WU-014
8424990,I'm not your Mummy,913,WU-014
8425035,these not claws,1438,WU-014
8425134,that's not his home,935,WU-014
8425280,that's not a lion,1468,WU-014
8425302,it's not a lion Becky,1471,WU-014
8425741,they not presents,726,WU-014
8425755,that's not presents,728,WU-014
8426095,they're not toys,764,WU-014
8426174,it's not a truck,1807,WU-014
8426216,I'm not Becky,1072,WU-014
8426819,not Henry,34,WU-014
8426832,it's not Henry,35,WU-014
8426941,that's not sticky,1139,WU-014
8426956,not James,47,WU-014
8426995,it's not a crane,1144,WU-014
8427134,that's not sticky,1159,WU-014
8428085,not the truck,141,WU-014
8428277,they're not the same are they,760,WU-014
8428749,it's not a horsie,477,WU-014
8428770,not the right one,201,WU-014
8429043,not the same,823,WU-014
8429234,not a same,835,WU-014
8429252,not the same,836,WU-014
8429371,it's not a horse,518,WU-014
8429736,not this Thomas engine,262,WU-014
8429941,it not duck,285,WU-014
8430231,there's not three Thomass there,99,WU-014
