id,negation_utterance,negation_utterance_order,work_unit_id
17533362,and uh which I'm sure like well no I guess that's not true I was gonna say about all the faster ones are girls but maybe not,322,WU-057
17534327,mhm okay so it's actually already there it's not the thing you need to bring a new one or they need to bring,1033,WU-057
17535151,oh you know what that's not a horn that's a telescope,915,WU-057
17535328,not a holiday for you,634,WU-057
17535399,egg not egg,746,WU-057
17535409,it's not egg it's butter,747,WU-057
17536145,xxx it's not that huge,734,WU-057
17536207,yes I mixed it into a large amount of pasta that's not a lot of tomato sauce that's a small amount,739,WU-057
17536333,no not Doggie_Woggie can't do it either it's for grownups,1439,WU-057
17536352,xxx underneath the crib and see if there are any balls oh there's a big ball but not the blue ball,343,WU-057
17536995,why can I not watch shark tale,657,WU-057
17537407,well this is obviously not a very effective session here so we'll sign off for now and try to get a little more,650,WU-057
17539238,there's the umbrella an umbrella is not an elephant though,761,WU-057
17541978,no turkeys are not mammals they are birds,242,WU-057
17542230,these diapers do not smell one hundred percent clean to me,275,WU-057
17542633,hm that's not yogurt,302,WU-057
17542835,no silly it's not your birthday yet,1105,WU-057
17543270,well it's frustrating because the puzzle isn't a very good puzzle it doesn't stay together,338,WU-057
17544367,salamanders are not mammals no,1282,WU-057
17545544,not mammals not mammals not mammals,468,WU-057
17545554,not mammals,469,WU-057
17545576,they're birds not mammals,471,WU-057
17545602,they're birds not mammals,473,WU-057
17546975,xxx it's not a silly Lily it's a silly Lily cookie,1439,WU-057
17546990,I think xxx that's not a good cookie,1454,WU-057
17547232,that's not safe that's not safe there,627,WU-057
17547422,it's not a big deal,1120,WU-057
17547605,that's not your new book,658,WU-057
17548202,it's not the mikado,264,WU-057
17548231,so it's not a question about her not sleeping it's a question about me not sleeping,344,WU-057
17548396,not acorns,1604,WU-057
17548678,I can't say that and it's also one of these things that's not a rigid plan it's more like an approach and suggestions and,370,WU-057
17548853,oh what's in that that's not Dr bones that's Mr fix it,733,WU-057
17549566,oh that's not cheese that's butter honey,396,WU-057
17553006,there's not one banana on this whole train I'll just hafta go hungry again,1158,WU-057
17555171,supper not summer,1359,WU-057
17556168,I wanted yyy say oops that's not the one,144,WU-057
17556183,whoops that's not the one,145,WU-057
17556329,yyy xxx not the xxx not the xxx no take the backpack off,446,WU-057
17557030,how do you know it's not an airplane,205,WU-057
17557338,birds are not insects birds are birds are birds,136,WU-057
17557610,you're not a cherry blossom,155,WU-057
17558122,but it's not a bad thing,564,WU-057
17559412,it's not a car,373,WU-057
17559421,I think you know it's not a car,374,WU-057
17559434,no it's not a car,376,WU-057
17559447,no it's not a car,378,WU-057
17559475,it is not a car,380,WU-057
17559624,it's not a mom,393,WU-057
17560198,with a hammer not a screwdriver,538,WU-057
