id,negation_utterance,negation_utterance_order,work_unit_id
17648486,that's not a crab is it,401,WU-063
17648607,but we do have a thing called a tail bone but it's not a real tail like that,240,WU-063
17648678,not the xxx,705,WU-063
17649187,no not fifteen how many's that,77,WU-063
17652580,that's not a nice one is it,215,WU-063
17652637,it's not a usual day to go there,804,WU-063
17652860,why not kids,951,WU-063
17654182,uh not an awful lot xxx,1031,WU-063
17654193,no that's not the one grandpa sent,881,WU-063
17655726,go away dog we're not a car,483,WU-063
17655797,they're not rocks said Don,488,WU-063
17656407,not this one,29,WU-063
17656416,the the pink one is but not this one,30,WU-063
17656656,oh maybe that picture in the beginning was the cat not the dog let me see something,697,WU-063
17656776,no it's not thunder storm,1066,WU-063
17658088,not Sampson,812,WU-063
17659168,not a book,937,WU-063
17660561,why not this one,1037,WU-063
17660825,that's not yer horsie,359,WU-063
17661343,that's a crocodile under the bed that's not Spot is he in the box,867,WU-063
17662436,it's certainly not a Martha Stewart but did you like our Baryonyx flip game,962,WU-063
17662453,but what you say is no longer true why not Violet,431,WU-063
17663537,not the turtle,957,WU-063
17664420,that's not Katie yet,452,WU-063
17666095,not a chance you're too interested in this cereal aren't you,305,WU-063
17666181,it's not a real dinosaur,838,WU-063
17666782,did he put any lotion on you because it's not looking like that to me because your eczema,424,WU-063
17667304,sing not swing we'll do the swing later,66,WU-063
17668854,not a big boy,274,WU-063
17669574,that's not James who is it,316,WU-063
17669766,now read this one and not this one,753,WU-063
17669822,not this one,759,WU-063
17669831,not this one,760,WU-063
17670635,that's not Dada,411,WU-063
17670729,that's not Daddy sweetheart that's just somebody walking by the house,419,WU-063
17670972,he's not a tortoise he just looks like a tortoise,864,WU-063
17671021,not not what I want to read,297,WU-063
17671614,that's not a good way to hold,510,WU-063
17671676,that's not a good place for you I don't think William,505,WU-063
17673785,this is not the whole book,621,WU-063
17673834,it's not the whole book but y'know we can,623,WU-063
17674857,that's not the way to carry that can I show you the way to carry that honey,255,WU-063
17676080,not the best combination,482,WU-063
17676598,I'm not a very good artist William,91,WU-063
17677076,not the train,857,WU-063
17677274,not the train,870,WU-063
17678213,that's not a,189,WU-063
17678322,crayons are not food we don't eat them they don't taste good,197,WU-063
17678535,that's not Dada my love,937,WU-063
17678565,that's not Dada sweetie,939,WU-063
