id,negation_utterance,negation_utterance_order,work_unit_id
8594700,that's not a cob,1006,WU-030
8594723,it's not Daddy,1684,WU-030
8594895,it's not Daddy,1695,WU-030
8594964,it's not my mountain,308,WU-030
8595380,not a very good zoo is it,1048,WU-030
8595416,it's not chimney,556,WU-030
8595494,not chips in here,789,WU-030
8595557,they're not balls,688,WU-030
8595574,it's not a tortoise,939,WU-030
8595634,that's not a strawberry is it,785,WU-030
8596408,not my sister,613,WU-030
8596470,xxx that's not a banana,1125,WU-030
8596626,you hafta put the biggest one on first not the smallest one,983,WU-030
8596696,not a lot there,639,WU-030
8596896,not a bad thing is it,1017,WU-030
8596959,you're not a very good shot are you,1713,WU-030
8597123,that's not meat,783,WU-030
8597276,it's not car,669,WU-030
8597706,he's not a brick is he,929,WU-030
8597763,he's not a brick,933,WU-030
8597822,because he's not a brick is he,937,WU-030
8598090,it's not the seal is it,856,WU-030
8598164,that's not a baby whale,733,WU-030
8598279,not a good idea,749,WU-030
8598497,not lettuce,1256,WU-030
8598512,not lettuce,1257,WU-030
8598544,that's not lettuce,1259,WU-030
8598737,that's not broccoli,1273,WU-030
8598921,that's not a packet,1158,WU-030
8599825,he's not a brick so he willn't fit on there will he,1079,WU-030
8600353,not a monster,671,WU-030
8600370,not a monster,672,WU-030
8600443,not Daddy,1396,WU-030
8600470,it's not the Daddy,1398,WU-030
8600525,it's not a carrot,1119,WU-030
8601180,that's not a goat,112,WU-030
8601235,that one's not a goat,116,WU-030
8601263,that one's not a goat,118,WU-030
8601840,it's not a dolly,1206,WU-030
8602325,penny not a pound,1226,WU-030
8602561,it's not your color anyway,1540,WU-030
8602636,you're not my Mummy,211,WU-030
8602650,you're not our Mummy,212,WU-030
8602971,not shirt,1066,WU-030
8603026,not shirt,1070,WU-030
8603041,not a shirt,1071,WU-030
8604283,not a fish,1155,WU-030
8604349,not your,828,WU-030
8604362,not your mouth,829,WU-030
8605583,it's not broccoli,677,WU-030
