id,negation_utterance,negation_utterance_order,work_unit_id
17560482,it's a new box of cookies it's not a new kind,487,WU-058
17561621,that's not a good idea,458,WU-058
17561787,and not buy hummus,689,WU-058
17561917,not egg salad uhhh,559,WU-058
17562024,I think he has a blue bandaid not a blue boo_boo,594,WU-058
17562329,oh that's not tomato sauce,629,WU-058
17564005,are you sure it's not a Naima day,117,WU-058
17564813,no it's not a rule,176,WU-058
17565060,not not hard just lightly,713,WU-058
17565600,but it's not yellow and it's not pear shaped,241,WU-058
17565680,it is not pear shaped,247,WU-058
17566325,that's not a story,816,WU-058
17566914,not weeds,860,WU-058
17566921,not the weeds,861,WU-058
17566935,not weeds,862,WU-058
17566944,we planted the seeds not the weeds,863,WU-058
17566953,we want the seeds to grow not the weeds,864,WU-058
17567980,I'm not a big fan of bread in the freezer,957,WU-058
17568284,this is called the side stretch not a very Sanskrit name,97,WU-058
17568496,plant the seeds not weeds,1003,WU-058
17568628,it's not a real store it's a thing I hafta buy on the computer,1015,WU-058
17569638,what do you mean like a pass that when you go to a movie or a um not a movie but a uh the zoo,594,WU-058
17569731,it's not safe to stand on the edge of it like that,750,WU-058
17569780,yyy he's not the doctor the man's the daddy,16,WU-058
17570047,it's really not safe to do that,776,WU-058
17570100,a stool is not a safe place to sit in funny ways,780,WU-058
17570363,calendar not a cylinder a calendar,647,WU-058
17570391,not Naima,275,WU-058
17570469,oh calendar this is a calendar not a cylinder,656,WU-058
17570561,oh okay that's not a big deal,243,WU-058
17571605,yyy his his head not yyy his head's affected by the humidity,762,WU-058
17571768,it's not a mess,925,WU-058
17572046,I'm not an almond Daddy are you an almond baby,950,WU-058
17573158,no not the high+chair,1058,WU-058
17573610,a crumb of egg yolk not a piece of egg yolk,562,WU-058
17573963,you sure is not emu,42,WU-058
17573966,don't worry it's not a big deal Boo,387,WU-058
17574339,hah it's not a joke,75,WU-058
17574484,it's not hats it's cats,261,WU-058
17574565,it's not hats it's cats,270,WU-058
17574643,most of the flies that come in the house anyway they're not the kind that bite,627,WU-058
17575408,not Sleepy Bear,361,WU-058
17575525,not lego toys,12,WU-058
17575595,no that's not my counter,20,WU-058
17575816,this is not a yyy yyy this is not a yyy,575,WU-058
17576079,it's not the way to your desk it's the way to my Mom,67,WU-058
17576507,cause they're not toys and they're not to be eaten at all,1001,WU-058
17576682,it's not caramel though,655,WU-058
17576725,it's not caramel,659,WU-058
17576816,see it's not caramel at all,668,WU-058
