id,negation_utterance,negation_utterance_order,work_unit_id
8246287,not the same,201,WU-001
8246644,there's not room for the lorry too is there,265,WU-001
8248527,they're not bags,685,WU-001
8249806,not my nose,748,WU-001
8249879,Mummy's gonna drink some of her coffee if it's not cold,919,WU-001
8250473,not James,973,WU-001
8250504,not James,975,WU-001
8250681,that's not crisps,827,WU-001
8251625,that's not cheese is it,76,WU-001
8252313,not a lion,1063,WU-001
8252451,no it's not it's not scissors,155,WU-001
8253512,that's not a piggy,1102,WU-001
8253816,not fit down here,1126,WU-001
8255619,it's not the xxx,130,WU-001
8255738,not the cot,229,WU-001
8256761,you're not a baby are you,590,WU-001
8257106,that's not soup,1499,WU-001
8257116,that's not soup,1500,WU-001
8257129,that's not soup,1501,WU-001
8257459,he's not a kangaroo,9,WU-001
8257685,not the dog+house,33,WU-001
8260385,was it not a carrot,24,WU-001
8260598,they're not carrots,527,WU-001
8260812,you're not a bit shy,218,WU-001
8260826,you're not a bit shy,219,WU-001
8264206,not Anne and Jill,1060,WU-001
8264899,it's not the video,56,WU-001
8264923,it's not trousers,1226,WU-001
8265140,not duck in the cupboard,560,WU-001
8265432,that not Daddy,89,WU-001
8265507,that's not dalmatians,111,WU-001
8265942,he's not a dalmatian,133,WU-001
8265988,it's not a bee,608,WU-001
8266151,he's not a dog is he,144,WU-001
8266187,he's not a dog and he's not a dalmatian,146,WU-001
8266275,there's not space is there,1216,WU-001
8266454,it's not my bike,141,WU-001
8266707,not Sophie,162,WU-001
8266732,not his head,159,WU-001
8266737,not Sophie,164,WU-001
8266743,not his head,160,WU-001
8266762,it's not his head,161,WU-001
8266861,that not the daddy Pongo xxx,186,WU-001
8267099,I'm not your mummie,629,WU-001
8267132,not your mummie,631,WU-001
8267142,well it's not your birthday tomorrow is it,876,WU-001
8267457,he not going stand up,201,WU-001
8267625,she's not dalmatians,232,WU-001
8267761,that's not a table,218,WU-001
8267793,he's not a naughty boy,1377,WU-001
