id,negation_utterance,negation_utterance_order,work_unit_id
17593420,with a toddler not a real little tiny baby,347,WU-060
17593855,no that's not his,871,WU-060
17594009,and it's a dark day it's not a sunny day,202,WU-060
17594407,there's actually not a river,907,WU-060
17594510,not a shaky egg but a shaky yogurt container,948,WU-060
17595384,that's not a back+pack though is it,481,WU-060
17595562,xxx xxx not a problem with the xxx,493,WU-060
17596026,these are not blocks to yyy for xxx that that xxx play with,204,WU-060
17596266,not the new Sleepy Bear but the old,312,WU-060
17596436,yeah this is some food that I'm picking up off the floor not the nuts,1077,WU-060
17596537,you're not a dog then what are you,1290,WU-060
17597161,you're not a cat anymore,1337,WU-060
17597877,not a lantern cupboard actually,1155,WU-060
17598739,not underwear a diaper,20,WU-060
17598885,fox you can stay in the forest and eat wild animals but not our chicks,29,WU-060
17598970,it's not breakfast time silly girl it's supper time,986,WU-060
17599046,it's not breakfast time,992,WU-060
17599169,it's not breakfast time,1000,WU-060
17599533,no I couldn't it's not a it's not a yyy book though,555,WU-060
17599592,no not a coin not a coin,1030,WU-060
17599709,I mean it's not a present it's just for him,1048,WU-060
17599773,I see this one but it's not the George book,573,WU-060
17599873,no it's not Cape Cod Gymnastics,488,WU-060
17600108,oh don't play with that it's not a toy,505,WU-060
17600127,not two,27,WU-060
17600355,no not the cat and the cat xxx,523,WU-060
17600468,no not the same ones,671,WU-060
17600486,not the same ones,672,WU-060
17600783,it's not wrapping right,553,WU-060
17601062,Sleepy Bear's not a monkey,1144,WU-060
17601308,I'm not a baby,732,WU-060
17601594,because that's not part of the tool,607,WU-060
17601710,well they're made out of paper and paper's flat that bird is made out of bee's wax and it's not flat,144,WU-060
17603023,I'm not xxx garage,1254,WU-060
17603145,this is not a house,1264,WU-060
17603161,it's not Sleepy Bear's house,1265,WU-060
17603547,she said that I'm a big girl not a grown+up you mean now,850,WU-060
17603620,it's not a pail anymore I might as well make a dish out of it,720,WU-060
17603828,it's not a farmer,335,WU-060
17603841,that's not a sting,1311,WU-060
17605031,that's not your favorite one,61,WU-060
17606877,but we can sing some other song and not the name song who's another friend at the school,1467,WU-060
17606901,not this one,883,WU-060
17607306,well not zero nursing but you didn't wake up to nurse until four thirty,913,WU-060
17607621,well sometimes robbers go into stores when they wanna steal things and not pay money,117,WU-060
17607770,nursies are not a hot xxx,1039,WU-060
17608089,I'm not a pig,983,WU-060
17608181,that's not the eight down there,1575,WU-060
17608345,hm maybe that's not a good place,1588,WU-060
17608419,oh that's not a stripe that's the panda's jaw,530,WU-060
