id,negation_utterance,negation_utterance_order,work_unit_id
8374385,that's not a very talky game,151,WU-010
8374498,I'm not Tiny_Tears,159,WU-010
8374637,they're not socks,188,WU-010
8375264,it's not that funny,343,WU-010
8375269,that's not beer,1393,WU-010
8375329,not beer,1397,WU-010
8375523,no not the bus stop,1185,WU-010
8375588,that's not the bus stop,1190,WU-010
8375687,it's not a helicopter it's a rocket,1420,WU-010
8376083,it's not Polly_put_the_kettle_on,285,WU-010
8376471,that's not a song about a turtle,1471,WU-010
8376621,I'm not Rachel,335,WU-010
8377402,it's not a flag,362,WU-010
8377500,not a red clown,393,WU-010
8377594,they're not spiders,391,WU-010
8377669,it's not a pancake,377,WU-010
8377783,it's not a boat,385,WU-010
8378162,it's not a banana is it,1353,WU-010
8378241,it's not a tree,418,WU-010
8378279,you know it's not coffee because Mummy didn't grind any coffee beans did she,1355,WU-010
8378644,it's not Fox_and_Hound,470,WU-010
8379136,they're not your pennys,495,WU-010
8379174,that's not a star Becky,504,WU-010
8379697,that's not porridge,544,WU-010
8379734,that's not porridge,547,WU-010
8379843,that's not Mrs_Lyons is it,31,WU-010
8379921,that one's not a very good one is it,615,WU-010
8380069,that's not that's not your boat darling,1482,WU-010
8380246,oh not Jumbo the elephant,1505,WU-010
8380612,not three,571,WU-010
8380665,it's not an egg,576,WU-010
8381259,or not piggys,127,WU-010
8381408,I've not two now,614,WU-010
8381800,that's not the same is it,654,WU-010
8382047,not the Mummy one,177,WU-010
8382192,I'm not a one,148,WU-010
8382359,it's not Snap is it,690,WU-010
8382989,this is not a train,890,WU-010
8383047,he's not that clever Becky,229,WU-010
8383081,so it's not the same is it,740,WU-010
8383234,that's not a pink nose,185,WU-010
8383449,it's not a thunder,765,WU-010
8383561,that's not Sukie,775,WU-010
8383958,that's not Andrew,291,WU-010
8384074,that's not lipstick anyway,283,WU-010
8384209,he's not a very nice color is he,782,WU-010
8384453,that's not the wrong end,326,WU-010
8384529,that's not an elephant's nose,826,WU-010
8384815,it's not your go yet,845,WU-010
8385025,it's not Spot_the_dog,841,WU-010
