id,negation_utterance,negation_utterance_order,work_unit_id
8783575,not four,534,WU-041
8783586,you're not the man,69,WU-041
8783793,juice is not xxx Ruth,79,WU-041
8784153,now that's not the right shape,1530,WU-041
8784198,that's not the right shape,1533,WU-041
8784859,not six,614,WU-041
8785758,that's not that's not the on and off,297,WU-041
8786768,I'm not a slave,19,WU-041
8786834,that's not a small one,1632,WU-041
8786954,not this one,683,WU-041
8787469,that's not an exercise,62,WU-041
8789989,I'm sure you won't think about not asking first will you,752,WU-041
8790317,that's not the red one,228,WU-041
8790809,they're not pajamas,840,WU-041
8791113,you're not a baby monster,309,WU-041
8791190,not peas,478,WU-041
8791509,not apples,1391,WU-041
8791634,not a worm,1456,WU-041
8791871,it's not a seagull,1158,WU-041
8792540,there's not two there,323,WU-041
8792789,that's not Bobby bear,42,WU-041
8792794,it's not my way,365,WU-041
8793777,it's not a driver now,1529,WU-041
8793796,well it's not your dodie,119,WU-041
8794244,it's not an em,1076,WU-041
8794836,that not the doctor,200,WU-041
8794935,me not building,205,WU-041
8795530,not a tiger,1397,WU-041
8795893,that's not sausages,1206,WU-041
8795964,that's not sausages,1212,WU-041
8796134,it's not Nana darling,772,WU-041
8796461,that's not a horse is it,324,WU-041
8796874,that's not a snowman,243,WU-041
8797148,you're not a very nice Mummy,399,WU-041
8798068,not not her Daddy,464,WU-041
8798081,not her Daddy,465,WU-041
8798161,you're not a boy anyway child,788,WU-041
8798253,oh this is not the right tape Ruth,796,WU-041
8798947,not a b,1507,WU-041
8799708,it's not a very good game if you've gotta move move Bobby every time you sit down,904,WU-041
8799712,that's not your thumb,890,WU-041
8799719,you're not a very nice girl sometimes,1562,WU-041
8799892,not lot room,597,WU-041
8799909,I'm not drawing,1576,WU-041
8801174,it's not your brush,54,WU-041
8801392,not a big boat,214,WU-041
8801479,not Anna,708,WU-041
8801499,not Anna,709,WU-041
8801532,is Mummy sometimes not your friend,712,WU-041
8801560,why is Mummy not your friend,714,WU-041
