id,negation_utterance,negation_utterance_order,work_unit_id
17577108,it's not that great,694,WU-059
17577280,that's a pail not a potty,534,WU-059
17577549,I don't like that I'm not a little bear,735,WU-059
17577710,oh that's not a joke,922,WU-059
17578483,not the red thing see this white thing it's in the room,458,WU-059
17579107,yyy that's not a pitcher,115,WU-059
17579283,that's not a sticker that's the that's printed on the book,522,WU-059
17579323,not the dentist in the book,1649,WU-059
17579338,not the dentist in the book,1650,WU-059
17579355,that's not the same person that we saw last year whose name was Lauren,724,WU-059
17579544,oh not his mommy's turn,72,WU-059
17579660,oh it's not the,911,WU-059
17579847,no not a dry diaper,1695,WU-059
17580432,xxx no that's not a bedtime song,989,WU-059
17580978,yyy those are not beans,273,WU-059
17581237,it's not the same kind that's flying around in here right now,1055,WU-059
17581541,no we're not unpacking those,470,WU-059
17581600,well right now it's just onions it's not that interesting,1253,WU-059
17581746,Mama that's not the way the words,1095,WU-059
17581779,just summer is not a time when there's snow,1267,WU-059
17582333,it was not a yyy book it was a tree book,601,WU-059
17582439,that not a bowl yyy,19,WU-059
17582671,yyy yyy in here but it's not my yyy yyy here,629,WU-059
17583665,no I'm not looking for flap books right now not at not not at,711,WU-059
17584569,a play nurse not a count to ten nurse,254,WU-059
17584583,not a count to ten nursie,255,WU-059
17585884,xxx not not yet,247,WU-059
17585995,not not not yyy not not not yyy 'cause cause she's saying yes I wanna go to the,1265,WU-059
17586661,do you remember we saw the picture the ah not a picture we saw a real mourning dove nest at the museum of natural history,412,WU-059
17586854,that's not eight,897,WU-059
17586891,a bear go out to see 'cause 'cause they know xxx is not yyy nursies,557,WU-059
17587150,but for cakes it's actually c not k,678,WU-059
17587309,not the toast tongs the metal tongs,96,WU-059
17587368,uh it's not food,95,WU-059
17587632,that's not a fire truck,719,WU-059
17587681,but not a lot,1394,WU-059
17588608,but the lost puppy was not Pal,803,WU-059
17588848,uh we need a coupla other things besides yogurt not a lot though,234,WU-059
17589143,it's not a big deal sweetie,754,WU-059
17589361,no not the kind that I was having this kind,566,WU-059
17590136,oh no this is not the kind,342,WU-059
17590139,it's not a little girl,631,WU-059
17590891,it's not a loud noise,693,WU-059
17590908,it's not his birthday yet,1668,WU-059
17590935,that's not a nice way to ask is it,895,WU-059
17590964,that's not a good example,412,WU-059
17591020,yyy this is my my own cat that's not the,194,WU-059
17591775,she can't get comfy it's not a comfy bed for her,1050,WU-059
17592891,xxx this is not the back of it there has to be something to lean against,128,WU-059
17593005,this is not this this is not my seat this is Bridget's seat,324,WU-059
