id,negation_utterance,negation_utterance_order,work_unit_id
8622255,it's not a swan,1066,WU-032
8622292,so we know it's Grandpa and not John,200,WU-032
8622495,not a bauble,751,WU-032
8622586,it's not a litter+bin,1083,WU-032
8623023,that's not an apple is it,1351,WU-032
8623063,it's not an apple,1353,WU-032
8623141,it's not a very brilliant yellow is it,793,WU-032
8623168,that's not Obiwankinobi,1111,WU-032
8623407,that's not ball,1421,WU-032
8623469,it's not a ball,1424,WU-032
8623541,that's not a very good one is it,820,WU-032
8623754,not bogey team,681,WU-032
8623803,that's not a jammy+dodger,814,WU-032
8623955,not Samn,1150,WU-032
8623984,not those in the park anyway,567,WU-032
8624048,not sixteen,718,WU-032
8624542,not a helicopter,271,WU-032
8624592,I'm not your Granny,304,WU-032
8625239,not Joel,1456,WU-032
8625456,that's not hoops is it,895,WU-032
8625600,it's not a house,546,WU-032
8625770,that's not a cow,905,WU-032
8626478,not clone,1266,WU-032
8626516,it's not clone,1267,WU-032
8626773,not Pierre,849,WU-032
8626843,no it's not Anna,378,WU-032
8626874,he's not a train,223,WU-032
8627092,not Charlie_Chalk,1544,WU-032
8627333,that's not a hammer,436,WU-032
8629251,not Postman_Pat,1086,WU-032
8629293,that's not tomato,1652,WU-032
8629549,no he's not a seal,831,WU-032
8629908,oh it's not a hat is it,754,WU-032
8629973,not three babys,974,WU-032
8630227,that's not an ice+cream,1106,WU-032
8630415,I'm not a cow,1283,WU-032
8630439,that's not a back pocket,1116,WU-032
8631103,that's not a fork is it,874,WU-032
8631322,because it's not our first one is it,539,WU-032
8631570,you're not a penguin,833,WU-032
8633192,it's not your Noddy,1129,WU-032
8633367,it's not a penny is it,1856,WU-032
8633486,because there not pictures,1175,WU-032
8633647,Kirsten not Lucy,1297,WU-032
8634208,it's not it's not a,676,WU-032
8634269,is it not a real camera,679,WU-032
8634466,not Noddy,1195,WU-032
8634929,well not that big,1005,WU-032
8635574,not the John that you found the snail with,824,WU-032
8636623,not the dolly,1316,WU-032
