id,negation_utterance,negation_utterance_order,work_unit_id
8286840,not the penguin,512,WU-003
8286966,it's not a shame,1572,WU-003
8287123,that not a train,907,WU-003
8287323,he's not a very good teddy+bear at sitting up that one is he,625,WU-003
8288337,not Duck,1297,WU-003
8288339,I'm not the girl,67,WU-003
8288488,I wasn't I not a Mummy,75,WU-003
8288756,that's not a big bag,88,WU-003
8290582,me not cares,1403,WU-003
8290640,me not cares,1406,WU-003
8290673,me not cares,1408,WU-003
8290691,me not cares,1409,WU-003
8290951,not trousers on,1452,WU-003
8291124,they're not dungarees,1464,WU-003
8291146,they're not dungarees,1465,WU-003
8291858,it's not my tummy you're sitting on though is it,1004,WU-003
8292055,it's not an orange to be eaten,1481,WU-003
8292370,that's not the one about Father_Christmas,1761,WU-003
8292685,you're not a baby sheep,1040,WU-003
8293381,but that's not a toys,1566,WU-003
8293382,this is not a baby,1087,WU-003
8293394,still the not winner,907,WU-003
8293398,what's not a toys,1567,WU-003
8293410,you're still the not winner,908,WU-003
8293494,they're not toys,1574,WU-003
8293918,it's not a very sturdy one,1012,WU-003
8294859,not Daddy,2193,WU-003
8296619,you're not Anne,1320,WU-003
8296702,it's not the station at Grandma's house,132,WU-003
8296774,I'm not Daddy,1330,WU-003
8296883,you're not Anne,1339,WU-003
8297372,that's not Anne,1374,WU-003
8297597,not your kitchen's not locked out,1194,WU-003
8297743,not trousers Mummy,284,WU-003
8297944,there's not room for him now is there,1925,WU-003
8298110,that one not a dress,696,WU-003
8298259,that's not her hair ribbon is it,1315,WU-003
8298483,not three bears,1439,WU-003
8298867,because not room in there any more,756,WU-003
8298911,you've not the little whale,2003,WU-003
8299381,I hope it's not morning time yet,800,WU-003
8299690,it's not a hen,371,WU-003
8300093,no it's not green is it,353,WU-003
8300458,yeah that's the driver but that's not that's not an engine is it,718,WU-003
8301117,this is not a pattern,1589,WU-003
8301123,not while I've got my tea anyway,1421,WU-003
8301458,not my hat and Anne's hat,779,WU-003
8301460,no it's not Daddy,844,WU-003
8301615,not boots,856,WU-003
8301952,but you're not a baby little boy,346,WU-003
