id,negation_utterance,negation_utterance_order,work_unit_id
8811636,that's not a very nice picnic,1622,WU-043
8811866,they're not numbers Ruth,66,WU-043
8811949,they're definitely not numbers,71,WU-043
8812546,it's not a very good house,431,WU-043
8813025,not a fierce tiger is it,1365,WU-043
8813618,they're not a bit scared,1399,WU-043
8813854,they not the same,185,WU-043
8813971,not the same,193,WU-043
8814103,that not not the same color,958,WU-043
8814139,they're not the same color darling,960,WU-043
8814209,you're not building,1341,WU-043
8814376,that's that's not a Mummy,1448,WU-043
8814565,that's not a Golden_Girl,228,WU-043
8814763,Mummy's not friends with you at the moment,1376,WU-043
8814975,that not the top,254,WU-043
8814992,is that not the top,255,WU-043
8815299,am I not an old woman,789,WU-043
8815538,not a game,288,WU-043
8815554,is it not a game,289,WU-043
8815832,that's because you lifted the yellow bit and not the red bit,60,WU-043
8816143,not a lot sometimes,650,WU-043
8816385,yeah that's not an elephant,100,WU-043
8816700,I'm not God you know,1594,WU-043
8816876,it's not a Bouncing_Ben,379,WU-043
8816943,not Dutch friend no,1638,WU-043
8817965,was that not a good idea,369,WU-043
8818017,a semicircle not a circle,387,WU-043
8818589,not the potatos,425,WU-043
8818899,not Ruth_Reds,447,WU-043
8818952,because if it's not a funny shape it doesn't look like a helicopter,446,WU-043
8818958,not Ruth_Reds,450,WU-043
8818965,it's not friend,1215,WU-043
8819124,not a xxx,763,WU-043
8819142,well you're not a very,973,WU-043
8819181,you're not a very good hostess,975,WU-043
8819228,not a what,770,WU-043
8819248,not taking all,467,WU-043
8819280,that's not a circle,462,WU-043
8819829,not Aunty_Gwen,810,WU-043
8819969,not Grandma,819,WU-043
8819980,not Daddy,820,WU-043
8819995,not Daddy,821,WU-043
8820048,that's not a Golden_Girl,523,WU-043
8820272,are you not a bit little for it yet,139,WU-043
8820699,I'm not a man+keeper,1076,WU-043
8821197,not not not these dollys,1358,WU-043
8821872,not Fiona,232,WU-043
8821904,not Mummy,235,WU-043
8822264,it's not the right end,670,WU-043
8822678,it's not a toy,1015,WU-043
