id,negation_utterance,negation_utterance_order,work_unit_id
8565938,there's not room for you there,622,WU-028
8566084,not the farmer is he,1341,WU-028
8566191,it's not a letter,974,WU-028
8566767,it's not a very good hiding place is it,687,WU-028
8566989,it's not your toy is it,1440,WU-028
8567797,that's not a muffin,1410,WU-028
8567958,not fits,1497,WU-028
8568334,there's not room,590,WU-028
8569209,why not James or Gordon,29,WU-028
8569397,they're not the easiest things to get on are they,489,WU-028
8569706,not margarine,1186,WU-028
8569800,not margarine,1192,WU-028
8570280,it's not a lovely song,715,WU-028
8570297,it's not Peter_Rabbit really,1042,WU-028
8570404,I'm not a big girl yet,419,WU-028
8570418,you're not a big girl yet,420,WU-028
8570520,not the monkeys was it,426,WU-028
8570710,it's not parsnip,1253,WU-028
8570959,that's not a good idea is it,1134,WU-028
8571174,not an ordinary one then,470,WU-028
8571516,it's not the same as that is it,1000,WU-028
8571716,that's that's not a really toy,1183,WU-028
8571995,not a climbing frame is it,655,WU-028
8572132,I'm not an animal,1209,WU-028
8572282,it's not a lemon is it,1351,WU-028
8572535,not a bat I hope,548,WU-028
8572906,not the right size,570,WU-028
8573095,it's not water here,1072,WU-028
8573238,that's not your favorite,249,WU-028
8573336,not Bramwell_Brown,1233,WU-028
8573961,not the tune,623,WU-028
8574175,he's not a driver,1286,WU-028
8574192,he's not a driver,1287,WU-028
8574287,not not darling,768,WU-028
8574340,not this one,1177,WU-028
8574774,that's not a mess is it,1327,WU-028
8575050,I wrapped the presents up not my Mummy,1012,WU-028
8575147,it's not the same as the others,989,WU-028
8575219,there are two the same but that's not the same as the green,995,WU-028
8575558,not a lot,1237,WU-028
8576000,not chop,1268,WU-028
8576248,that's not a good idea,1437,WU-028
8576687,not my face,814,WU-028
8576848,not a pineapple,1379,WU-028
8577177,that's not coffee,1487,WU-028
8577226,it's not the right size though,1387,WU-028
8577802,that's not a very cross face,1157,WU-028
8578317,not a silver one,610,WU-028
8578454,it's not six,267,WU-028
8578506,it's not fit on properly,1042,WU-028
