id,negation_utterance,negation_utterance_order,work_unit_id
8832803,well I hope it's not a very heavy truck,397,WU-045
8832922,certainly not the way you do it,737,WU-045
8833098,that's not a lion,1599,WU-045
8833240,it's not a lion,1609,WU-045
8833409,it's not a lion,1619,WU-045
8833926,not potatos,1357,WU-045
8834245,you not a sink,1855,WU-045
8834558,it's not Nana,1406,WU-045
8834671,it's not a lion,1696,WU-045
8834962,it's not the same as,521,WU-045
8835130,that's not a prod,869,WU-045
8835274,that's not a monkey,1438,WU-045
8835437,not not it not a lion,1025,WU-045
8835889,well that's not a coach is it,242,WU-045
8835999,not a Mummy,1063,WU-045
8836128,it's not breakfast time,33,WU-045
8836579,oh not Ruth,1505,WU-045
8836812,bridge not fridge,635,WU-045
8836867,it's not a fridge darling one,639,WU-045
8836922,I'm not her Mummy,1823,WU-045
8836944,that's not a van,986,WU-045
8836975,I'm not the Daddy,1826,WU-045
8837108,it's not his bottom,979,WU-045
8837225,it's not a nappie,935,WU-045
8837295,it not dark anymore,1848,WU-045
8837300,you're not house trained are you,940,WU-045
8837572,I'm not a climbing frame you know,685,WU-045
8837590,that's not a lollipop,1572,WU-045
8837677,anyway that's not a baby,1896,WU-045
8837824,not one time,1902,WU-045
8838708,well it's not a wood,1089,WU-045
8839119,they're they're not the right size are they,446,WU-045
8839373,not the milk,1110,WU-045
8839410,that's not a fish,1113,WU-045
8839667,I'm finding all sorts of things Warren but not not the other man,814,WU-045
8839951,you're not a very good shot are you,20,WU-045
8839968,it's not Henry,834,WU-045
8840263,not doing too badly there,1121,WU-045
8840533,that's not a goat,172,WU-045
8840611,bridge not fridge,61,WU-045
8841151,it's not a tiger,361,WU-045
8841761,not two,966,WU-045
8841925,that's not a baby cow,978,WU-045
8841970,that not apple,1830,WU-045
8842245,that's not a man,1445,WU-045
8842533,it's not a cow,469,WU-045
8842638,they're not nanas Ruth,1887,WU-045
8842809,that one not a castle,1521,WU-045
8843117,it's not a pear,2000,WU-045
8843118,you're not a Mummy,1617,WU-045
