id,negation_utterance,negation_utterance_order,work_unit_id
8605619,it's not a snake is it,927,WU-031
8606552,he's not a snail,126,WU-031
8606575,he's not a snail is he,128,WU-031
8606597,that's not a very nice dog is it,1129,WU-031
8608432,it's not smartie,333,WU-031
8608448,it's not a three person only lift is it,1346,WU-031
8608704,it's not a very,364,WU-031
8608820,there's not a lot left of your helicopter either is there,377,WU-031
8609060,not froggie again,1047,WU-031
8609658,it's not a very good train then is it,863,WU-031
8610983,not a very big one because we wanted a real one but we couldn't afford it,598,WU-031
8611684,that's not the one,75,WU-031
8612341,it's not Shaun,24,WU-031
8612353,it's not Shaun,25,WU-031
8612446,it's not Shaun,31,WU-031
8612479,that's not egg,717,WU-031
8613117,not the gong,189,WU-031
8613204,is Wendoline not your favorite any more then,198,WU-031
8613229,it isn't not Glory_man_united,353,WU-031
8614022,you're not my brother,245,WU-031
8614065,you're not my brother,248,WU-031
8614451,not welly wanging,633,WU-031
8614701,it's not Thomas is it,292,WU-031
8614789,it's not Thomas,297,WU-031
8614869,it's not this one,477,WU-031
8615544,that's not daughter,347,WU-031
8615995,it's not Lilly_Pink,376,WU-031
8616375,not your fork and your knife,400,WU-031
8616519,it's not the most thrilling toys is it,772,WU-031
8616571,that's not a red one is it,297,WU-031
8616676,it's not Matthew is it,782,WU-031
8617325,not a scar,341,WU-031
8617361,is that not a yes,363,WU-031
8617580,not beans,1058,WU-031
8617611,it's not beans,1060,WU-031
8617785,not Jeremy_Beadle,485,WU-031
8617965,not Mr_achoo,530,WU-031
8618509,not my glasses,700,WU-031
8618573,that's not an apple,1121,WU-031
8618582,it's not a normal a,1123,WU-031
8619447,not the most endearing of creatures are they really,1166,WU-031
8619518,it's not lettuce,624,WU-031
8619619,that's not lettuce either,629,WU-031
8619812,they're not froggies,957,WU-031
8620606,not Clio,45,WU-031
8621167,that's not a whistle,673,WU-031
8621235,not a trumpet,677,WU-031
8621292,that's not a cob,1262,WU-031
8622128,Caroline's not a son,733,WU-031
8622147,it's not a swan,1062,WU-031
