id,negation_utterance,negation_utterance_order,work_unit_id
17697175,oh that's not true because you had them the other day and you liked them,336,WU-065
17698444,no not this one here,803,WU-065
17698548,xxx this is not food,819,WU-065
17698852,that's not Thomas,463,WU-065
17698883,that's not food,846,WU-065
17699104,William William we're not doing that in the house okay,102,WU-065
17699238,xxx no no no what did momma say that's not food okay,874,WU-065
17699312,no that's not a bus my love look at that,870,WU-065
17699529,do not hit walls do not hit furniture,129,WU-065
17699862,I'm not the bites,154,WU-065
17700124,he's not a baby,562,WU-065
17700133,he's not a baby,563,WU-065
17700146,no you're not a baby,564,WU-065
17700372,you can't have this and wander around the house not an option,954,WU-065
17700585,daddy's not daddy needs a kiss going to work,209,WU-065
17700652,oh baby I wish I'd seen it sooner I wish I'd seen that you hit your head not your face,311,WU-065
17700944,oh they're not trees,917,WU-065
17700956,they're not trees,918,WU-065
17701413,that's not a good idea,294,WU-065
17701516,it's not a big deal,286,WU-065
17701571,oh that's not ten can you count to ten for me,677,WU-065
17701910,oh not too much not too much it's actually not a good time for me to chat but I wanted I'm just trying to figure I try to touch base with you earlier rather than later to try to,320,WU-065
17702005,that's not a number that's a symbol,711,WU-065
17703727,oh I'm not Daddy I don't wanna uh,129,WU-065
17704448,no it's not side of house,593,WU-065
17704717,it's not a soft ball for bouncing,1208,WU-065
17705049,see because is not my seat,228,WU-065
17705442,I'm not Daddy okay,259,WU-065
17705657,not the xxx,275,WU-065
17706037,it's a play+dough cutter it's not a cookie cutter,282,WU-065
17706047,it has a ball but not a football,1008,WU-065
17706065,you're not a baby anymore but there are no bottles in there,895,WU-065
17706078,I'm not a baby anymore,896,WU-065
17706307,okay this is not a good thing to lean on,914,WU-065
17706607,no not the ball,1067,WU-065
17706619,not the ball,1068,WU-065
17706659,not yyy ball,1071,WU-065
17706966,but that's really not the whole reason it's in the basement is so that it's not here,360,WU-065
17707198,this this not my seat or this seat or this seat,392,WU-065
17707226,no not grape,720,WU-065
17707629,I'm not William I'm,430,WU-065
17708141,honey I'm not a tissue,1165,WU-065
17708495,it's not a good day,484,WU-065
17708712,you know no no that that's really not an option right now kiddo,510,WU-065
17708762,is not an option right now,514,WU-065
17713835,nope that's not a bat,1177,WU-065
17715035,no that's not a walkie+talkie this has to,209,WU-065
17715083,I'm not putting that on you can,864,WU-065
17717015,but yyy not trouble,223,WU-065
17718154,that's not grandpa honey,90,WU-065
